EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
903,42,No,Travel_Rarely,Sales,9,3,Human Resources,4,Male,4,5,Manager,4,Divorced,174244,5,No,14,3,2,1,24,1,2,4,0,1,1
904,34,No,Travel_Frequently,Research & Development,9,1,Human Resources,3,Female,2,4,Laboratory Technician,2,Married,139399,0,Yes,14,3,2,2,16,6,2,21,3,1,3
905,34,No,Travel_Rarely,Research & Development,18,2,Life Sciences,2,Male,3,3,Manager,1,Married,95884,0,No,17,3,4,1,16,6,3,0,0,0,0
906,31,No,Non-Travel,Research & Development,23,5,Technical Degree,4,Male,3,4,Research Scientist,3,Divorced,122930,8,No,23,4,4,1,13,4,3,3,3,2,2
907,29,Yes,Travel_Frequently,Research & Development,22,2,Life Sciences,3,Female,4,3,Research Director,4,Divorced,110533,1,Yes,13,3,4,3,11,4,3,29,4,0,3
908,41,No,Non-Travel,Human Resources,11,2,Technical Degree,3,Female,3,1,Human Resources,3,Divorced,54173,8,No,17,3,2,0,23,6,4,1,1,1,1
909,44,No,Non-Travel,Sales,13,4,Other,1,Male,4,2,Sales Representative,1,Married,93769,9,Yes,13,3,3,2,26,2,3,0,0,0,0
910,50,No,Travel_Frequently,Research & Development,29,1,Human Resources,2,Male,3,2,Manufacturing Director,3,Married,79507,7,No,18,3,4,2,32,6,4,8,0,0,1
911,24,No,Non-Travel,Sales,10,1,Life Sciences,4,Male,3,2,Manager,2,Married,82756,2,Yes,17,3,3,0,6,6,3,0,0,0,0
912,45,No,Travel_Rarely,Sales,22,4,Marketing,2,Male,3,3,Sales Executive,3,Married,117903,7,No,25,3,2,2,27,3,2,1,0,1,1
913,38,No,Travel_Rarely,Research & Development,2,1,Human Resources,1,Male,3,1,Research Scientist,4,Single,62963,8,No,19,3,4,1,20,6,3,2,1,2,2
914,42,Yes,Non-Travel,Research & Development,23,4,Marketing,4,Female,4,5,Manager,1,Single,148070,0,No,15,3,3,2,24,6,2,3,3,1,3
915,31,No,Travel_Rarely,Research & Development,15,5,Marketing,4,Male,3,1,Laboratory Technician,2,Divorced,78887,6,No,23,3,3,0,13,6,4,11,7,0,11
916,58,No,Travel_Frequently,Research & Development,14,3,Marketing,4,Male,3,1,Healthcare Representative,3,Divorced,87763,4,No,11,3,4,0,40,0,3,7,0,6,0
917,43,No,Travel_Rarely,Research & Development,3,4,Technical Degree,2,Male,4,1,Laboratory Technician,4,Married,71676,7,No,20,3,3,0,25,5,4,7,6,0,3
918,36,No,Travel_Frequently,Research & Development,18,1,Life Sciences,4,Male,2,2,Manager,1,Divorced,42443,7,Yes,22,3,3,3,18,2,3,0,0,0,0
919,26,No,Non-Travel,Sales,29,3,Life Sciences,4,Male,3,1,Manager,3,Single,69251,9,Yes,16,3,4,2,8,1,2,7,0,4,3
920,29,No,Non-Travel,Research & Development,14,1,Human Resources,3,Female,4,2,Manager,3,Single,90510,4,Yes,16,3,3,2,11,5,1,6,1,3,6
921,37,No,Non-Travel,Research & Development,5,5,Technical Degree,2,Male,4,2,Research Director,4,Divorced,96221,5,No,21,3,4,1,19,1,3,4,4,0,3
922,29,Yes,Travel_Frequently,Research & Development,27,4,Life Sciences,4,Female,3,5,Research Director,3,Married,151467,5,Yes,20,3,4,1,11,3,4,3,3,3,0
923,34,Yes,Non-Travel,Sales,4,2,Life Sciences,2,Female,3,3,Sales Executive,2,Divorced,103896,8,No,14,3,3,1,16,1,2,14,0,2,0
924,23,No,Travel_Rarely,Human Resources,6,2,Medical,3,Male,4,5,Human Resources,3,Single,169214,1,Yes,24,3,3,0,5,0,1,10,1,2,1
925,43,Yes,Travel_Frequently,Research & Development,27,3,Medical,4,Male,4,1,Manufacturing Director,1,Married,75763,6,No,11,3,4,2,25,0,3,0,0,0,0
926,26,No,Travel_Frequently,Human Resources,18,2,Medical,3,Female,1,5,Human Resources,3,Married,146208,6,No,23,3,3,1,8,6,1,8,5,0,2
927,42,No,Travel_Rarely,Sales,11,5,Technical Degree,4,Male,3,1,Manager,2,Married,70290,5,Yes,24,3,4,0,24,6,1,5,2,3,2
928,27,No,Non-Travel,Sales,8,3,Life Sciences,1,Female,3,2,Sales Representative,1,Married,42349,1,Yes,24,4,4,0,9,5,3,13,7,1,1
929,60,Yes,Non-Travel,Research & Development,13,5,Other,3,Female,4,3,Research Director,3,Divorced,105415,8,No,15,3,4,1,42,1,1,1,1,1,1
930,34,No,Travel_Rarely,Research & Development,1,3,Human Resources,3,Male,3,2,Research Scientist,3,Married,84001,7,No,20,3,2,0,16,6,3,20,1,0,2
931,41,No,Travel_Frequently,Research & Development,18,2,Technical Degree,1,Male,4,3,Manufacturing Director,2,Single,80759,7,No,21,3,3,3,23,6,1,5,1,1,5
932,24,No,Travel_Frequently,Sales,22,2,Technical Degree,4,Female,4,5,Manager,4,Married,139381,7,Yes,15,3,3,1,6,3,3,1,1,1,0
933,49,Yes,Non-Travel,Sales,15,1,Other,3,Male,2,1,Manager,3,Married,63708,7,Yes,19,3,3,2,31,2,4,2,2,0,2
934,39,No,Non-Travel,Sales,12,4,Life Sciences,4,Female,3,3,Manager,3,Divorced,106283,9,Yes,13,3,3,0,21,1,1,3,3,0,3
935,35,Yes,Travel_Frequently,Sales,18,5,Marketing,3,Male,3,5,Sales Representative,4,Divorced,147242,7,Yes,19,3,3,0,17,1,4,4,0,0,4
936,36,No,Non-Travel,Research & Development,16,1,Life Sciences,3,Male,2,1,Research Director,2,Married,73618,8,No,23,3,4,1,18,6,1,17,3,0,4
937,44,Yes,Travel_Rarely,Sales,2,3,Medical,4,Female,4,5,Sales Executive,3,Married,132204,2,Yes,12,3,2,2,26,3,4,0,0,0,0
938,42,Yes,Travel_Rarely,Sales,18,3,Other,4,Male,4,4,Sales Representative,3,Married,139296,1,No,20,3,3,2,24,4,1,4,1,0,1
939,49,No,Travel_Rarely,Research & Development,20,5,Medical,4,Female,3,2,Manufacturing Director,3,Married,80194,1,No,24,3,2,2,31,3,3,5,0,0,0
940,43,No,Non-Travel,Sales,29,3,Technical Degree,2,Male,3,1,Manager,2,Married,67875,1,No,25,3,4,2,25,3,4,7,6,1,1
941,31,No,Travel_Rarely,Sales,29,3,Human Resources,2,Female,3,2,Sales Executive,3,Divorced,97190,8,Yes,22,4,1,1,13,1,3,5,2,1,5
942,47,Yes,Travel_Frequently,Sales,9,1,Technical Degree,3,Female,2,5,Sales Executive,4,Married,185154,5,Yes,18,3,3,1,29,0,4,0,0,0,0
943,44,Yes,Travel_Rarely,Research & Development,10,1,Other,4,Male,3,1,Manufacturing Director,2,Divorced,84232,1,No,18,3,3,2,26,0,3,1,1,0,1
944,30,No,Travel_Rarely,Sales,23,2,Medical,1,Female,3,3,Sales Executive,4,Divorced,89741,7,Yes,17,3,1,1,12,5,4,2,2,1,2
945,38,No,Travel_Frequently,Human Resources,12,1,Life Sciences,2,Female,2,3,Manager,1,Single,102168,5,No,23,4,1,2,20,6,1,0,0,0,0
946,25,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Male,4,2,Sales Representative,4,Married,93493,9,No,18,3,3,0,7,2,4,1,1,1,0
947,30,No,Travel_Frequently,Sales,3,1,Life Sciences,3,Male,3,4,Sales Representative,3,Married,144517,0,No,21,3,4,3,12,1,4,1,0,1,1
948,29,No,Travel_Frequently,Human Resources,10,1,Life Sciences,1,Male,4,3,Human Resources,3,Divorced,117130,8,No,22,4,4,1,11,4,3,1,1,0,0
949,30,No,Travel_Rarely,Human Resources,14,4,Human Resources,4,Male,3,5,Manager,3,Divorced,174142,5,Yes,12,3,3,1,12,3,2,17,4,0,11
950,29,No,Non-Travel,Research & Development,23,2,Other,3,Male,4,1,Research Director,3,Single,51710,8,No,22,3,4,2,11,2,3,3,0,1,0
951,21,No,Travel_Frequently,Research & Development,3,4,Medical,3,Male,3,1,Healthcare Representative,3,Married,53199,2,Yes,16,3,4,0,3,5,4,10,6,0,1
952,27,No,Non-Travel,Sales,3,1,Other,1,Female,4,2,Sales Executive,2,Single,84400,3,Yes,16,4,4,0,9,2,2,11,4,0,1
953,39,No,Travel_Rarely,Research & Development,15,2,Medical,4,Male,3,2,Manager,1,Divorced,77646,2,Yes,12,3,4,0,21,0,3,0,0,0,0
954,44,No,Travel_Frequently,Human Resources,25,4,Marketing,3,Female,4,3,Manager,4,Single,112369,1,No,20,3,3,0,26,1,4,5,0,0,5
955,49,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,2,3,Manager,4,Single,129391,7,No,22,3,3,2,31,0,3,14,8,5,0
956,51,Yes,Non-Travel,Research & Development,16,1,Other,2,Male,3,1,Research Scientist,4,Married,74578,8,Yes,12,3,3,0,33,6,3,9,3,0,6
957,32,No,Non-Travel,Sales,13,5,Human Resources,3,Male,3,2,Sales Representative,2,Single,93578,7,No,22,3,4,0,14,1,4,4,0,0,0
958,46,No,Travel_Frequently,Sales,26,5,Marketing,3,Female,3,2,Sales Executive,4,Married,57131,8,No,18,4,3,2,28,4,2,6,4,3,0
959,37,Yes,Travel_Frequently,Human Resources,2,3,Life Sciences,1,Male,3,3,Human Resources,3,Married,128449,3,Yes,21,4,2,1,19,1,2,27,0,0,4
960,42,Yes,Travel_Rarely,Sales,2,3,Other,4,Male,4,1,Sales Executive,4,Divorced,66915,0,No,11,3,4,0,24,1,3,0,0,0,0
961,30,No,Travel_Frequently,Research & Development,29,1,Technical Degree,4,Female,1,4,Manufacturing Director,1,Married,109980,2,No,12,3,4,0,12,4,2,12,0,3,3
962,44,Yes,Non-Travel,Research & Development,20,1,Technical Degree,3,Male,3,5,Healthcare Representative,3,Divorced,164543,1,Yes,11,3,3,3,26,5,3,1,1,1,1
963,36,No,Non-Travel,Sales,13,4,Medical,4,Male,4,4,Manager,2,Single,137546,8,Yes,15,3,2,0,18,6,3,1,1,1,1
964,31,Yes,Travel_Frequently,Human Resources,2,4,Medical,3,Female,3,1,Manager,1,Divorced,66464,6,No,23,4,4,3,13,3,4,9,1,3,2
965,50,Yes,Non-Travel,Research & Development,20,2,Other,2,Female,3,2,Manufacturing Director,2,Single,88784,6,No,14,3,2,1,32,3,4,3,2,0,1
966,49,Yes,Non-Travel,Research & Development,22,2,Other,2,Male,2,2,Manufacturing Director,1,Married,91737,2,Yes,14,3,4,1,31,2,2,3,2,2,1
967,39,No,Non-Travel,Research & Development,27,1,Other,4,Male,4,2,Research Scientist,3,Divorced,87791,2,No,14,3,3,1,21,5,4,8,3,2,0
968,38,Yes,Non-Travel,Sales,8,3,Medical,4,Male,4,4,Sales Representative,4,Single,165881,0,No,19,3,3,0,20,2,3,5,1,0,0
969,35,No,Non-Travel,Research & Development,26,4,Technical Degree,4,Female,4,2,Manager,3,Divorced,98501,9,No,15,3,3,2,17,5,3,4,0,0,4
970,43,Yes,Travel_Frequently,Sales,26,1,Technical Degree,2,Female,4,5,Manager,3,Single,196693,9,No,19,3,3,0,25,6,3,1,1,0,0
971,20,Yes,Travel_Frequently,Sales,12,5,Technical Degree,4,Male,2,2,Sales Executive,4,Married,85048,6,Yes,13,3,3,2,2,4,4,1,1,1,1
972,30,No,Non-Travel,Research & Development,2,3,Other,2,Male,4,2,Laboratory Technician,4,Divorced,87877,6,Yes,25,3,4,0,12,0,3,2,2,1,2
973,37,Yes,Non-Travel,Sales,22,1,Life Sciences,3,Male,3,2,Sales Representative,2,Divorced,86434,7,Yes,12,4,1,1,19,1,4,0,0,0,0
974,18,No,Travel_Frequently,Human Resources,22,3,Other,3,Male,4,1,Manager,1,Single,100632,2,Yes,16,3,1,2,0,1,3,20,4,0,2
975,35,No,Travel_Frequently,Research & Development,24,2,Medical,3,Female,4,1,Healthcare Representative,3,Married,46009,8,Yes,23,3,3,1,17,3,2,4,3,0,0
976,48,No,Travel_Frequently,Research & Development,18,1,Life Sciences,2,Female,1,1,Healthcare Representative,3,Married,70217,5,No,13,3,3,1,30,6,4,7,1,5,7
977,43,No,Travel_Rarely,Sales,10,2,Human Resources,4,Male,3,2,Sales Executive,3,Divorced,98076,3,No,17,3,2,2,25,0,1,24,8,1,3
978,56,No,Travel_Rarely,Research & Development,24,1,Human Resources,1,Male,3,2,Manager,2,Divorced,79699,8,No,17,3,3,1,38,6,2,5,5,0,3
979,35,No,Non-Travel,Research & Development,25,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,57807,2,No,13,3,4,0,17,1,4,9,4,9,1
980,18,No,Travel_Rarely,Research & Development,12,1,Technical Degree,4,Female,4,2,Research Scientist,3,Married,89669,3,Yes,17,3,4,3,0,3,4,4,4,2,4
981,40,No,Non-Travel,Research & Development,5,4,Life Sciences,4,Male,4,2,Research Director,3,Married,85930,0,Yes,11,3,4,2,22,0,4,0,0,0,0
982,43,Yes,Travel_Frequently,Research & Development,16,2,Marketing,3,Male,4,3,Research Director,4,Married,110291,8,No,15,3,3,0,25,6,4,0,0,0,0
983,33,No,Non-Travel,Human Resources,28,5,Medical,4,Male,3,1,Human Resources,2,Divorced,49884,2,Yes,19,4,2,3,15,2,1,3,3,2,2
984,36,Yes,Non-Travel,Sales,26,4,Medical,4,Female,3,2,Manager,3,Single,94337,6,No,24,4,4,0,18,1,3,0,0,0,0
985,42,Yes,Travel_Rarely,Research & Development,22,1,Medical,3,Female,4,1,Manufacturing Director,2,Married,46669,8,No,13,3,4,1,24,2,3,8,8,4,2
986,40,No,Travel_Rarely,Research & Development,3,2,Other,3,Female,4,1,Manager,4,Divorced,92171,0,No,16,3,1,0,22,2,3,5,0,0,3
987,45,No,Travel_Rarely,Research & Development,15,5,Technical Degree,3,Male,4,2,Research Scientist,4,Married,124870,6,Yes,14,3,1,0,27,4,3,24,2,0,3
988,20,No,Travel_Frequently,Research & Development,7,5,Medical,4,Female,3,1,Research Scientist,4,Divorced,59413,1,Yes,15,3,4,3,2,1,1,16,0,1,2
989,35,Yes,Travel_Frequently,Research & Development,6,2,Technical Degree,3,Female,3,2,Research Director,3,Divorced,84811,1,No,20,4,2,1,17,6,2,2,2,2,1
990,30,No,Travel_Rarely,Human Resources,21,4,Marketing,4,Female,4,2,Manager,4,Married,91021,4,No,12,3,4,0,12,1,4,19,5,2,6
991,39,No,Travel_Frequently,Research & Development,10,5,Other,1,Female,4,1,Research Director,1,Married,71171,7,No,17,3,1,1,21,6,2,8,8,1,0
992,27,No,Travel_Rarely,Sales,13,3,Technical Degree,4,Female,3,2,Sales Representative,2,Divorced,91216,4,No,17,3,3,0,9,0,3,6,2,1,0
993,36,No,Travel_Rarely,Sales,29,5,Other,2,Female,3,2,Sales Executive,2,Married,68936,2,No,18,3,3,1,18,3,3,21,1,1,5
994,22,No,Non-Travel,Sales,3,3,Human Resources,2,Female,2,2,Sales Executive,4,Married,102252,3,No,15,3,2,1,4,3,3,3,0,3,0
995,34,No,Travel_Rarely,Research & Development,9,1,Marketing,4,Female,4,2,Healthcare Representative,2,Divorced,88955,4,No,14,3,4,0,16,5,2,1,1,0,0
996,34,Yes,Travel_Rarely,Research & Development,22,5,Medical,2,Male,3,4,Research Director,4,Single,129785,6,Yes,11,3,2,0,16,2,3,0,0,0,0
997,40,Yes,Travel_Rarely,Research & Development,1,5,Technical Degree,3,Female,4,3,Research Director,2,Single,122657,4,No,14,3,3,1,22,0,4,0,0,0,0
998,22,No,Travel_Rarely,Research & Development,25,2,Life Sciences,3,Female,4,2,Research Scientist,4,Single,90753,7,No,20,3,3,0,4,6,2,13,5,7,0
999,30,No,Travel_Frequently,Research & Development,7,4,Marketing,3,Female,2,5,Healthcare Representative,1,Married,140114,5,No,13,3,4,1,12,0,3,11,0,0,11
1000,46,No,Travel_Frequently,Sales,12,5,Marketing,4,Female,4,3,Manager,4,Single,103888,9,No,12,3,3,1,28,1,3,5,5,5,0
1001,35,No,Travel_Frequently,Sales,10,4,Marketing,1,Male,2,5,Sales Executive,3,Single,146829,2,No,24,3,4,1,17,0,2,7,7,1,3
1002,41,No,Travel_Rarely,Sales,21,3,Other,4,Female,4,3,Sales Executive,3,Divorced,102061,0,No,19,3,4,1,23,0,3,23,1,1,0
1003,38,No,Non-Travel,Research & Development,11,1,Medical,3,Male,3,4,Research Scientist,3,Single,173772,3,No,15,3,3,2,20,0,4,1,1,0,1
1004,36,No,Travel_Rarely,Human Resources,5,5,Medical,2,Male,4,4,Human Resources,3,Single,130240,2,No,14,3,2,0,18,1,3,10,4,0,0
1005,30,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,53079,1,No,25,3,3,0,12,5,2,1,1,0,1
1006,41,No,Travel_Rarely,Research & Development,9,4,Medical,2,Male,4,4,Healthcare Representative,1,Single,157021,3,Yes,20,3,1,0,23,5,3,3,2,1,0
1007,38,No,Travel_Frequently,Human Resources,6,2,Marketing,1,Male,4,1,Human Resources,2,Single,63305,0,No,18,3,3,0,20,0,4,17,1,0,3
1008,33,No,Travel_Frequently,Research & Development,20,2,Marketing,4,Female,3,3,Healthcare Representative,4,Single,113207,6,No,20,3,3,0,15,0,3,7,2,1,0
1009,42,No,Travel_Frequently,Research & Development,11,4,Technical Degree,2,Male,2,3,Manufacturing Director,3,Divorced,101130,0,Yes,20,3,4,2,24,6,3,4,1,0,4
1010,29,No,Travel_Frequently,Research & Development,17,1,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,103885,1,Yes,12,3,1,3,11,0,4,0,0,0,0
1011,58,No,Non-Travel,Research & Development,20,2,Marketing,4,Male,4,3,Manager,4,Single,122408,0,Yes,21,4,1,3,40,6,3,3,3,1,0
1012,37,Yes,Travel_Frequently,Research & Development,6,2,Life Sciences,2,Female,4,3,Laboratory Technician,4,Married,93822,4,No,14,3,2,0,19,1,2,19,1,4,5
1013,39,No,Travel_Frequently,Sales,7,3,Marketing,4,Female,4,3,Manager,2,Married,102394,0,No,19,3,4,2,21,5,3,1,1,1,1
1014,34,No,Travel_Frequently,Sales,22,3,Life Sciences,3,Female,2,2,Manager,3,Divorced,76068,9,No,17,3,1,0,16,5,3,4,3,3,0
1015,42,No,Non-Travel,Research & Development,11,2,Medical,2,Male,3,2,Research Director,3,Married,104368,2,Yes,25,3,3,0,24,3,4,5,4,1,0
1016,39,No,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,1,Healthcare Representative,3,Single,101023,1,No,16,4,4,1,21,0,3,7,1,4,3
1017,36,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Director,2,Single,57363,4,No,23,4,3,1,18,5,4,9,6,1,9
1018,31,Yes,Travel_Rarely,Sales,28,2,Life Sciences,2,Female,1,1,Manager,2,Divorced,46618,8,Yes,24,3,4,0,13,6,3,16,9,2,7
1019,28,Yes,Non-Travel,Human Resources,13,3,Life Sciences,4,Male,3,2,Human Resources,2,Single,81921,8,No,19,3,4,0,10,3,4,1,1,0,1
1020,33,No,Travel_Frequently,Research & Development,16,2,Marketing,2,Female,4,2,Research Scientist,2,Divorced,78919,8,Yes,18,3,1,2,15,3,4,5,2,0,5
1021,39,Yes,Travel_Rarely,Research & Development,26,2,Medical,2,Female,3,3,Healthcare Representative,4,Single,116261,9,Yes,22,4,2,0,21,1,3,2,2,0,0
1022,46,No,Travel_Frequently,Sales,4,1,Technical Degree,4,Male,4,3,Sales Representative,3,Divorced,101781,9,No,24,3,4,0,28,6,2,1,0,0,1
1023,24,No,Travel_Rarely,Research & Development,24,2,Other,4,Female,4,2,Research Director,3,Single,100862,3,Yes,17,3,2,0,6,3,3,5,2,2,1
1024,33,No,Non-Travel,Research & Development,23,1,Marketing,4,Female,3,1,Research Director,3,Divorced,81750,3,Yes,25,3,3,0,15,4,1,8,0,0,1
1025,30,No,Travel_Frequently,Research & Development,29,2,Human Resources,4,Male,3,1,Laboratory Technician,3,Divorced,71184,3,Yes,24,3,3,1,12,1,2,10,0,2,6
1026,51,Yes,Travel_Rarely,Sales,8,4,Human Resources,3,Female,3,4,Sales Representative,1,Married,136237,6,No,17,3,3,0,33,1,2,7,1,3,1
1027,51,No,Travel_Frequently,Sales,24,1,Human Resources,3,Male,3,1,Manager,2,Married,76850,5,No,18,3,3,2,33,1,1,3,1,1,3
1028,37,Yes,Travel_Frequently,Human Resources,18,5,Life Sciences,3,Female,3,5,Human Resources,3,Divorced,161382,9,No,11,3,3,0,19,1,3,7,7,0,1
1029,44,Yes,Travel_Rarely,Sales,10,3,Other,4,Female,3,5,Manager,1,Married,158303,8,No,14,3,3,2,26,5,3,13,2,0,2
1030,30,No,Non-Travel,Research & Development,11,4,Medical,4,Male,4,3,Manager,3,Married,95318,5,No,24,3,3,1,12,4,4,10,0,3,2
1031,29,No,Travel_Frequently,Human Resources,9,4,Medical,3,Female,4,1,Manager,2,Divorced,72827,9,No,20,3,4,1,11,6,3,2,0,2,2
1032,23,No,Non-Travel,Sales,10,4,Marketing,3,Female,3,2,Sales Representative,3,Single,86691,5,Yes,20,4,3,0,5,5,3,18,1,0,3
1033,46,No,Travel_Rarely,Research & Development,13,3,Human Resources,4,Male,3,2,Healthcare Representative,2,Divorced,93154,8,No,19,3,3,0,28,6,3,4,4,2,0
1034,41,No,Non-Travel,Research & Development,18,5,Life Sciences,2,Female,2,4,Laboratory Technician,2,Single,103796,7,Yes,17,3,4,0,23,0,4,2,0,0,2
1035,39,No,Non-Travel,Sales,18,2,Human Resources,4,Male,3,3,Manager,1,Divorced,127899,7,Yes,21,3,2,1,21,2,3,40,1,0,0
1036,32,No,Travel_Rarely,Research & Development,24,4,Other,1,Female,3,2,Research Scientist,4,Married,77977,0,Yes,11,3,3,1,14,1,4,11,9,7,1
1037,33,No,Travel_Rarely,Research & Development,10,4,Technical Degree,3,Male,4,1,Manager,4,Divorced,81562,7,Yes,21,3,3,1,15,4,3,0,0,0,0
1038,21,No,Travel_Rarely,Research & Development,9,3,Marketing,4,Male,3,2,Research Scientist,2,Married,81579,5,Yes,12,3,1,1,3,5,4,9,2,9,0
1039,34,Yes,Travel_Frequently,Research & Development,11,3,Human Resources,4,Female,3,5,Healthcare Representative,3,Divorced,116981,2,Yes,23,3,3,2,16,6,4,4,1,2,4
1040,38,No,Non-Travel,Human Resources,10,4,Technical Degree,3,Male,3,5,Human Resources,2,Married,167433,7,No,11,3,2,0,20,6,3,12,1,1,1
1041,20,No,Non-Travel,Research & Development,7,1,Medical,4,Female,1,2,Laboratory Technician,1,Divorced,85877,2,No,16,3,2,0,2,2,2,22,1,0,2
1042,35,No,Non-Travel,Research & Development,9,5,Other,1,Male,4,5,Manager,4,Divorced,127538,7,No,13,3,3,0,17,3,4,3,3,2,2
1043,25,Yes,Non-Travel,Sales,17,3,Technical Degree,3,Female,3,2,Manager,2,Married,73116,5,No,17,3,4,0,7,0,3,10,0,0,6
1044,27,No,Non-Travel,Sales,15,5,Other,2,Male,3,2,Sales Executive,3,Divorced,88981,3,No,23,3,2,0,9,2,3,1,1,1,1
1045,60,No,Travel_Rarely,Research & Development,18,1,Medical,4,Female,4,2,Research Scientist,4,Single,56258,0,No,14,3,2,1,42,2,3,25,13,0,6
1046,31,Yes,Non-Travel,Research & Development,3,3,Medical,4,Male,1,1,Research Scientist,3,Married,60703,8,No,23,4,3,1,13,1,4,7,2,5,0
1047,44,Yes,Non-Travel,Research & Development,26,5,Life Sciences,2,Male,3,2,Manufacturing Director,1,Single,90347,5,No,14,3,3,1,26,5,3,16,0,0,3
1048,25,No,Travel_Rarely,Research & Development,10,2,Medical,3,Male,3,1,Manufacturing Director,4,Married,37330,6,Yes,25,3,3,1,7,4,4,6,0,0,6
1049,37,No,Non-Travel,Research & Development,16,2,Human Resources,1,Female,1,1,Manager,4,Single,72240,0,Yes,20,3,3,3,19,4,3,0,0,0,0
1050,39,No,Non-Travel,Research & Development,25,5,Marketing,3,Male,3,1,Healthcare Representative,1,Divorced,80995,6,No,22,4,2,1,21,2,3,0,0,0,0
1051,19,No,Non-Travel,Research & Development,5,1,Technical Degree,3,Female,3,4,Laboratory Technician,4,Divorced,134672,1,No,20,3,3,1,1,6,4,3,0,1,3
1052,29,Yes,Travel_Frequently,Research & Development,10,3,Marketing,3,Male,3,4,Manager,2,Single,130094,0,Yes,23,3,4,2,11,2,3,6,1,3,2
1053,32,Yes,Travel_Frequently,Research & Development,3,5,Medical,2,Female,3,5,Laboratory Technician,1,Divorced,142146,6,Yes,19,3,1,2,14,6,2,10,1,2,0
1054,33,No,Travel_Rarely,Human Resources,19,1,Marketing,4,Male,4,4,Manager,1,Married,100360,2,No,12,3,4,1,15,6,3,20,10,0,1
1055,37,No,Non-Travel,Research & Development,22,3,Medical,3,Male,3,4,Laboratory Technician,3,Single,112143,7,Yes,11,3,4,0,19,5,3,4,4,4,1
1056,45,No,Travel_Rarely,Sales,4,2,Other,2,Male,3,3,Manager,1,Married,109698,2,No,24,3,2,1,27,5,4,11,0,0,2
1057,30,Yes,Travel_Frequently,Sales,23,5,Technical Degree,1,Male,3,4,Manager,4,Single,120741,3,No,12,4,4,2,12,3,3,0,0,0,0
1058,43,No,Non-Travel,Research & Development,25,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Married,80805,5,No,16,4,2,3,25,4,2,13,2,1,13
1059,31,No,Travel_Rarely,Sales,22,5,Life Sciences,2,Female,3,4,Manager,4,Divorced,120501,1,No,15,3,2,2,13,3,3,2,0,0,2
1060,24,Yes,Non-Travel,Research & Development,13,3,Marketing,3,Female,3,1,Laboratory Technician,2,Single,96522,3,Yes,13,3,4,1,6,2,4,19,0,0,3
1061,33,No,Non-Travel,Research & Development,2,2,Other,4,Female,3,5,Research Director,2,Divorced,151663,4,Yes,16,4,4,0,15,0,3,3,3,2,3
1062,31,No,Travel_Rarely,Sales,19,2,Human Resources,2,Male,3,2,Sales Representative,2,Married,85837,4,Yes,12,3,4,3,13,3,4,3,0,3,2
1063,46,No,Travel_Frequently,Research & Development,18,3,Human Resources,4,Female,3,2,Research Scientist,2,Divorced,78778,0,No,13,3,4,2,28,4,4,4,1,3,4
1064,34,No,Travel_Rarely,Research & Development,1,4,Human Resources,4,Male,3,4,Healthcare Representative,2,Divorced,131871,1,No,15,4,4,2,16,3,3,5,5,0,1
1065,35,No,Travel_Rarely,Research & Development,17,2,Other,3,Male,3,1,Healthcare Representative,4,Single,94551,7,Yes,21,3,4,1,17,3,4,4,0,3,1
1066,54,No,Travel_Rarely,Research & Development,13,2,Marketing,1,Male,3,1,Healthcare Representative,1,Married,76759,6,No,13,3,4,3,36,0,4,8,8,1,2
1067,38,Yes,Travel_Rarely,Sales,16,5,Other,4,Male,1,4,Sales Executive,3,Married,136425,1,No,11,3,3,1,20,0,3,2,0,2,1
1068,33,Yes,Non-Travel,Research & Development,24,5,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,101239,8,No,11,3,3,0,15,3,1,1,1,0,1
1069,18,No,Travel_Rarely,Human Resources,18,5,Life Sciences,4,Male,2,1,Manager,3,Single,93992,3,Yes,17,3,4,0,0,1,4,9,7,2,0
